filename,width,height,class,xmin,ymin,xmax,ymax
b25lY21zOmQzOTdkMzUwLTZkYjItNGQ4MC1iNWNkLTRmMzAyYWRjM2IxNzpkOWY4MmM2ZS0zNWQ2LTRkN2EtOTY1My01YWNlZTFmNWRkYWM-_jpg.rf.030c08b704ae6a7e9f8310bfebf09fdb.jpg,416,416,smoke,54,259,160,415
b25lY21zOmQzOTdkMzUwLTZkYjItNGQ4MC1iNWNkLTRmMzAyYWRjM2IxNzpkOWY4MmM2ZS0zNWQ2LTRkN2EtOTY1My01YWNlZTFmNWRkYWM-_jpg.rf.030c08b704ae6a7e9f8310bfebf09fdb.jpg,416,416,smoke,312,302,388,415
b25lY21zOmQzOTdkMzUwLTZkYjItNGQ4MC1iNWNkLTRmMzAyYWRjM2IxNzpkOWY4MmM2ZS0zNWQ2LTRkN2EtOTY1My01YWNlZTFmNWRkYWM-_jpg.rf.030c08b704ae6a7e9f8310bfebf09fdb.jpg,416,416,fire,253,272,324,415
b25lY21zOmQzOTdkMzUwLTZkYjItNGQ4MC1iNWNkLTRmMzAyYWRjM2IxNzpkOWY4MmM2ZS0zNWQ2LTRkN2EtOTY1My01YWNlZTFmNWRkYWM-_jpg.rf.030c08b704ae6a7e9f8310bfebf09fdb.jpg,416,416,fire,144,185,215,415
b25lY21zOmQzOTdkMzUwLTZkYjItNGQ4MC1iNWNkLTRmMzAyYWRjM2IxNzpkOWY4MmM2ZS0zNWQ2LTRkN2EtOTY1My01YWNlZTFmNWRkYWM-_jpg.rf.030c08b704ae6a7e9f8310bfebf09fdb.jpg,416,416,smoke,42,181,92,274
avtomobil-politseiskii-ogon-plamia-ulitsa--1-_jpg.rf.01d8e2509230746cbefd9f7ed57e1646.jpg,416,416,smoke,83,235,364,413
avtomobil-politseiskii-ogon-plamia-ulitsa--1-_jpg.rf.01d8e2509230746cbefd9f7ed57e1646.jpg,416,416,fire,113,112,415,366
P1011936_jpg.rf.01e05e0054a1d481af31fdeb1a25099d.jpg,416,416,fire,0,0,398,404
181633_christmas-meal-near-the-fireplace-1920x1200-holiday-desktop-wallpaper-28105-jpg_1920x1200_h_jpg.rf.031b70460e554b18f4bd2e82e0a71a44.jpg,416,416,fire,157,100,381,250
campfire-types_jpg.rf.00ddafb1abd0f0ebfa409806d98d0c79.jpg,416,416,smoke,324,212,415,390
campfire-types_jpg.rf.00ddafb1abd0f0ebfa409806d98d0c79.jpg,416,416,fire,70,190,408,382
campfire-types_jpg.rf.00ddafb1abd0f0ebfa409806d98d0c79.jpg,416,416,fire,113,144,223,222
20659949_xxl_jpg.rf.021c6d5f771a7009f5e6cb547c9417b7.jpg,416,416,fire,108,5,396,248
camp-fire-56a025363df78cafdaa04b82_jpg.rf.02d2191a2562ea94fa15a3939d719109.jpg,416,416,fire,177,0,333,250
abcd2--4-_jpg.rf.0352749adaac10bbc0e7c460a4bb7f69.jpg,416,416,smoke,25,203,331,415
abcd2--4-_jpg.rf.0352749adaac10bbc0e7c460a4bb7f69.jpg,416,416,fire,183,171,312,288
145794445_2a49c5e235_b_jpg.rf.032f2a6eb39a1445d397d121112bd22f.jpg,416,416,smoke,37,146,208,282
avtomobil-politseiskii-ogon-plamia-ulitsa--1-_jpg.rf.035efacb4b3b5b5ac52c330390a651a8.jpg,416,416,smoke,241,0,413,199
avtomobil-politseiskii-ogon-plamia-ulitsa--1-_jpg.rf.035efacb4b3b5b5ac52c330390a651a8.jpg,416,416,fire,121,0,367,288
campfire_jpg.rf.031f8c68e29e156c0aef51d04804a9d0.jpg,416,416,fire,109,74,246,388
FEGVmJ8XsAYb6sh_jpg.rf.021e5e817125239fc26313ef2b3b315c.jpg,416,416,fire,76,14,377,226
d62622f161ae1dc81525dfa892fa263e_jpg.rf.0502eb11a95aceb58254ddbf921d7371.jpg,416,416,fire,26,0,415,238
article-2080637-0EF77DB600000578-467_964x561_jpg.rf.037a154eb36548cb1bb3bc862f2983b1.jpg,416,416,smoke,210,56,338,252
article-2080637-0EF77DB600000578-467_964x561_jpg.rf.037a154eb36548cb1bb3bc862f2983b1.jpg,416,416,fire,265,320,308,347
article-2080637-0EF77DB600000578-467_964x561_jpg.rf.037a154eb36548cb1bb3bc862f2983b1.jpg,416,416,fire,227,326,415,415
6e1aa85c544a9bd24fb8967a1dc1968e--beach-bonfire-beach-photos_jpg.rf.0447c569fd3da8efa71b17a5167d797b.jpg,416,416,fire,142,241,250,366
0efa3f118cd5d02053d01637ff0e6b24_jpg.rf.044932d73c9d39a1d11c7261e5d6728b.jpg,416,416,fire,131,199,210,261
594446_gallery-world_jpg.rf.0439bc2afab53ff7d999ad1e7ea37492.jpg,416,416,fire,53,91,372,276
abc--7-_jpg.rf.0420e7cf0b11acc9d004885d5ba8d8d7.jpg,416,416,smoke,0,110,245,262
abc--7-_jpg.rf.0420e7cf0b11acc9d004885d5ba8d8d7.jpg,416,416,fire,212,182,377,266
abc--7-_jpg.rf.0420e7cf0b11acc9d004885d5ba8d8d7.jpg,416,416,fire,287,171,334,195
abc--7-_jpg.rf.0420e7cf0b11acc9d004885d5ba8d8d7.jpg,416,416,fire,314,107,400,166
1620745101_77-p-dizain-kukhni-na-dache-s-pechkoi-foto-78_jpg.rf.013532483404ddae5436c9b7031fe7d6.jpg,416,416,fire,233,293,277,312
XA-SideXSide_Demo-1_jpg.rf.0391f1884bbe9b23927c5bcf2c1992d1.jpg,416,416,fire,201,45,332,295
XA-SideXSide_Demo-1_jpg.rf.0391f1884bbe9b23927c5bcf2c1992d1.jpg,416,416,smoke,110,186,367,398
dfdsfsd112341--1-_jpg.rf.050672fe2cf0c5d7634252d6da950d70.jpg,416,416,fire,178,108,274,332
377_1000_jpg.rf.05c81225fc60a8514f2330624879b4e3.jpg,416,416,fire,124,183,279,376
burning-matches-wallpaper-50318-52008-hd-wallpapers_jpg.rf.05d8affbe1d282debdc8a0542c62ce2b.jpg,416,416,fire,214,18,294,338
E2kMvb4UUAcF4Zk_jpg.rf.05ccd057a68731cb0ae59c0ddcc2fecd.jpg,416,416,fire,169,97,292,310
3A3A922E00000578-3923346-A_man_sprays_lighter_fluid_on_a_burning_trash_fire_at_an_interse-a-17_1478798612191_jpg.rf.05e7e5f0f7e568ac5ba8de2ddd5619ea.jpg,416,416,fire,77,35,249,270
bonfire-forest-hot-flame-campfire-44467821_jpg.rf.066180ef3cf1a95adbdc09927c1fc85f.jpg,416,416,fire,47,59,315,322
7-1_jpg.rf.049b8133f7a9872e6308cefecf34be9a.jpg,416,416,fire,75,0,414,227
chi-ge-fire-louisville-20150403_jpg.rf.067aa5c6e5f653c7a0b26b785a9aa639.jpg,416,416,smoke,40,0,411,146
chi-ge-fire-louisville-20150403_jpg.rf.067aa5c6e5f653c7a0b26b785a9aa639.jpg,416,416,smoke,103,103,369,403
c6bea81e50a0f64435bcff4e0f973d5c_jpg.rf.068eecfd4d1b64ddc626ec77dd844d7e.jpg,416,416,fire,305,269,341,310
c6bea81e50a0f64435bcff4e0f973d5c_jpg.rf.068eecfd4d1b64ddc626ec77dd844d7e.jpg,416,416,fire,217,117,328,276
c6bea81e50a0f64435bcff4e0f973d5c_jpg.rf.068eecfd4d1b64ddc626ec77dd844d7e.jpg,416,416,fire,111,108,128,134
c6bea81e50a0f64435bcff4e0f973d5c_jpg.rf.068eecfd4d1b64ddc626ec77dd844d7e.jpg,416,416,fire,168,20,203,109
4748485142_f29a365e2f_b_jpg.rf.062f9a6147ef0641cdf1937259da4bb3.jpg,416,416,fire,94,51,288,308
4748485142_f29a365e2f_b_jpg.rf.062f9a6147ef0641cdf1937259da4bb3.jpg,416,416,fire,0,232,106,285
4748485142_f29a365e2f_b_jpg.rf.062f9a6147ef0641cdf1937259da4bb3.jpg,416,416,smoke,264,0,415,215
DxnjfP1WwAABcFb_jpg.rf.07872076a5999acdf50ba12419aacf5e.jpg,416,416,fire,2,62,298,365
EQmpLb_X0AUOMWr_jpg.rf.05d0ab65767fbbcbaf6bd89c0205de1c.jpg,416,416,smoke,66,160,140,333
EQmpLb_X0AUOMWr_jpg.rf.05d0ab65767fbbcbaf6bd89c0205de1c.jpg,416,416,fire,57,72,279,401
280710_jpg.rf.0688c77db3868c9f0de5d278b1382afe.jpg,416,416,fire,208,73,370,332
campfire-364720_1280_jpg.rf.05737c188e7a318da4df774f424a7ed2.jpg,416,416,fire,183,38,348,179
Campground-Pita-Bread-Sandwiches_jpg.rf.07ed645cddce1eff056f511df2e3fb34.jpg,416,416,fire,135,205,226,312
P1011936_jpg.rf.05fdd858a41a84655e240e82639ebb00.jpg,416,416,fire,18,0,406,409
00000000003379_jpg.rf.0737d1350d87caf41d7687d350870910.jpg,416,416,fire,61,25,322,392
13Milwaukee-wire-superJumbo_jpg.rf.07d32c1d78a1c68ef74e9737dcba798a.jpg,416,416,fire,189,133,399,308
car-fire_jpg.rf.0793de7305dcb869d470a7103a83d7b5.jpg,416,416,fire,51,24,382,357
145794445_2a49c5e235_b_jpg.rf.04d2b6c4a2b0fdbda28d34128454b7ae.jpg,416,416,smoke,131,268,245,415
FPR5-FduL1o_jpg.rf.070af99231c619eedaa23b935bd37bea.jpg,416,416,fire,36,57,247,297
WHI_131_original_jpg.rf.060f9d28ace7c07ba98d35c8bf43008f.jpg,416,416,fire,233,70,296,124
car-fire-1024x743_jpg.rf.07ad89be2059cc9059b11bb048450e54.jpg,416,416,smoke,173,35,415,415
car-fire-1024x743_jpg.rf.07ad89be2059cc9059b11bb048450e54.jpg,416,416,fire,143,120,321,305
car-fire-1024x743_jpg.rf.07ad89be2059cc9059b11bb048450e54.jpg,416,416,fire,44,63,179,282
amazon-reuters-wb_jpg.rf.09537321238c7bb8f8e8bf26db9e07d9.jpg,416,416,fire,327,219,391,288
amazon-reuters-wb_jpg.rf.09537321238c7bb8f8e8bf26db9e07d9.jpg,416,416,fire,0,145,217,410
amazon-reuters-wb_jpg.rf.09537321238c7bb8f8e8bf26db9e07d9.jpg,416,416,fire,181,270,383,415
147795_jpg.rf.06c48edee527fd3429f2076dbf80f9dc.jpg,416,416,fire,161,158,258,252
EEhZNyhUYAU_xa7_jpg.rf.07f814989637b2e15c817188c216abad.jpg,416,416,fire,212,128,415,415
bananaflambe_getty2400-56a495a05f9b58b7d0d7b059_jpg.rf.07a0eb765d0dabf4c30ee39eb50970d1.jpg,416,416,fire,23,219,232,335
USA-111_jpg.rf.08d2e9a547173e3b835716b8ced64835.jpg,416,416,fire,63,109,147,216
abc--3-_jpg.rf.07f34ca01389507ee13fdc712d0e6b1f.jpg,416,416,fire,0,133,237,312
318032302_jpg.rf.08f6c4d67544fac71ea1ed901a0a0fb4.jpg,416,416,fire,142,57,335,287
baltimoreriot_2_042815_jpg.rf.03a5e9a6c91ccb831abea7fb6aad9ec1.jpg,416,416,fire,156,58,363,415
baltimoreriot_2_042815_jpg.rf.03a5e9a6c91ccb831abea7fb6aad9ec1.jpg,416,416,smoke,352,262,411,415

Roof_jpg.rf.06ab6048c8268544ca5796089a4a4e6b.jpg,416,416,fire,11,218,416,415
Fireplace-3D-Screensaver-Live-Wallpaper-HD_jpg.rf.095d1600ba524e9e2298834f0740f0a7.jpg,416,416,fire,13,69,297,388
1600px-Car_fire_I-90_Massachusetts_jpg.rf.09ec28fc8c5f384eb533db87931fae36.jpg,416,416,smoke,0,200,139,315
1600px-Car_fire_I-90_Massachusetts_jpg.rf.09ec28fc8c5f384eb533db87931fae36.jpg,416,416,fire,0,193,253,345
80098490_jpg.rf.0b4cc945469c5003d80fc14309ae24e2.jpg,416,416,fire,143,23,277,166
02-Wood-Burning-Fireplace-Home-Renovation-Tips-Fireplace-Upgrade-and-Chimney-Guide-for-Homeowners_jpg.rf.094c225c3b7d0172eb5cce925b4ab1c9.jpg,416,416,fire,157,116,283,204
1619516124_33-p-na-uchastke-iskri-ognya-56_jpg.rf.09d1cf88b75c6ea578343c6b284c2225.jpg,416,416,fire,8,154,382,390
248233294004202_jpg.rf.0ba1d48d1fc311458d8837c2525d6b53.jpg,416,416,smoke,0,0,415,415
011738cb4767a569cd6f64ac7baec38a--illustration-tutorial-illustration-vector_jpg.rf.09642642e696a5e842079437bf577c1a.jpg,416,416,fire,174,0,375,340
02161985facf0f819cb15e3a743af167_jpg.rf.099dbf5c7454d9a2a1e6b8e5c1a20c1d.jpg,416,416,fire,207,235,274,287
82176547_jpg.rf.0b6f4d16c11169902f68f0541c330ec3.jpg,416,416,fire,182,0,412,263
1213-california-wildfire_jpg.rf.0ba9a3dcb62b0c6260471d85356453f8.jpg,416,416,fire,0,106,394,415
2611865_jpg.rf.0a1a709b80efa3e7f3eac88fea1c88da.jpg,416,416,fire,188,190,391,376
XXL_jpg.rf.0b06ea8199d58a648cad0461c9c9498c.jpg,416,416,smoke,16,0,415,391
c52ef1d77f20cce6b4f8a1d5ceda039d_jpg.rf.0b9e4cf6fc4ecf9ecf4e11d42b7d1e39.jpg,416,416,smoke,201,244,379,402
c52ef1d77f20cce6b4f8a1d5ceda039d_jpg.rf.0b9e4cf6fc4ecf9ecf4e11d42b7d1e39.jpg,416,416,smoke,171,0,415,104
c52ef1d77f20cce6b4f8a1d5ceda039d_jpg.rf.0b9e4cf6fc4ecf9ecf4e11d42b7d1e39.jpg,416,416,fire,129,107,335,245
How-to-put-out-kitchen-fire_jpg.rf.0b4783bfb5726e802a8d964e662b4cc4.jpg,416,416,fire,5,50,377,274
376445_jpg.rf.0c04797818dbccd9bff169d03b466464.jpg,416,416,fire,87,0,385,281
9d5c9ac3515ac4c_jpg.rf.0bb4a32d6c35dc7e88e2d09f9a946968.jpg,416,416,fire,22,49,416,415
cookingfires_large_jpg.rf.0a91d569e146d47744e3e3286631b7d9.jpg,416,416,fire,141,0,203,193
dd9cb96b17dba43e30559f8f4a22dd68_jpg.rf.0bcaecff216eb86e64f5ccd27acdf461.jpg,416,416,fire,48,113,256,277
Fire-Extinguisher-for-kitchen_jpg.rf.0adfce22ce0b6fa6c09ce52c699ae8da.jpg,416,416,fire,268,150,415,386
dsfkjdsf--3-_jpg.rf.0c04dcc6cb869efb4c6ec34ee754219d.jpg,416,416,fire,213,232,415,339
a8550e6f9edcd177bbb0f1c1f80e8c15_jpg.rf.0c992dffddb738ec062bd4b98ebe812a.jpg,416,416,fire,194,8,341,242
a8550e6f9edcd177bbb0f1c1f80e8c15_jpg.rf.0c992dffddb738ec062bd4b98ebe812a.jpg,416,416,smoke,1,0,288,415
c8363d9fab3ca7d5a5a2821808c4c9c9--photoshop-texture-fire-element_jpg.rf.0cbe079797239bb4d50faa214f75a052.jpg,416,416,fire,24,47,415,415
81f1033b18ff7ec3d7a0ca5b9c699712_jpg.rf.0bc68f1432f0dc3532d1a6048a905bd9.jpg,416,416,fire,66,219,313,268
81f1033b18ff7ec3d7a0ca5b9c699712_jpg.rf.0bc68f1432f0dc3532d1a6048a905bd9.jpg,416,416,fire,78,41,309,112
81f1033b18ff7ec3d7a0ca5b9c699712_jpg.rf.0bc68f1432f0dc3532d1a6048a905bd9.jpg,416,416,fire,176,265,293,290
81f1033b18ff7ec3d7a0ca5b9c699712_jpg.rf.0bc68f1432f0dc3532d1a6048a905bd9.jpg,416,416,fire,223,324,299,372
35a121c2ad7b3b50423e8d6bf01f89c7_jpg.rf.0c3446c1f5089b1fff33ff9da9fd7ebe.jpg,416,416,fire,252,0,415,165
35a121c2ad7b3b50423e8d6bf01f89c7_jpg.rf.0c3446c1f5089b1fff33ff9da9fd7ebe.jpg,416,416,fire,38,37,223,243
248233294004202_jpg.rf.0cecb091facb3756c01bbc4acc9039d6.jpg,416,416,smoke,1,0,415,415
20130413-Parsons-Landing-Campfire_jpg.rf.0d8c1f8efc111bb47b3512dee4a19ac8.jpg,416,416,fire,228,46,339,141
burnbarrel-1_jpg.rf.0c328bff5922416555f47fe99999b548.jpg,416,416,fire,0,198,178,384
8202680893_e1131272d5_o_jpg.rf.0c4ce7c417e78d932c9db17296681952.jpg,416,416,fire,69,81,408,297
4ad248442a4a33e894f2ec5a13a2880a--portland-suppers_jpg.rf.0c67d4a3acfe705f1e690e733ea342e9.jpg,416,416,smoke,64,30,188,381
4ad248442a4a33e894f2ec5a13a2880a--portland-suppers_jpg.rf.0c67d4a3acfe705f1e690e733ea342e9.jpg,416,416,fire,151,22,237,201
Pool_26-e1426710330635_jpg.rf.0d8155baecfa8cda3b303671d3f385c2.jpg,416,416,fire,171,124,334,217
Big-1_jpg.rf.0d6ff682fa5f4bb7184a8ecf3021b367.jpg,416,416,fire,101,11,194,62
Big-1_jpg.rf.0d6ff682fa5f4bb7184a8ecf3021b367.jpg,416,416,fire,48,142,153,234
Large-Fire-Pit-Campfire-Ring-with-BBQ-Cooking-Grate-Outdoor-Camping-Fire-Pit-Insert-Heavy-Duty-Steel-36-Inch--1-_jpg.rf.0e4c95022d87bb2c25ddb6bc44c6688a.jpg,416,416,fire,126,281,210,374
Large-Fire-Pit-Campfire-Ring-with-BBQ-Cooking-Grate-Outdoor-Camping-Fire-Pit-Insert-Heavy-Duty-Steel-36-Inch--1-_jpg.rf.0e4c95022d87bb2c25ddb6bc44c6688a.jpg,416,416,fire,17,143,357,298
Auto___Nissan_Fire_exhaust_car_Nissan_GT-R_097030__jpg.rf.0d1dd7cd190f21c587d833d0c8f3604a.jpg,416,416,fire,313,183,359,253
Auto___Nissan_Fire_exhaust_car_Nissan_GT-R_097030__jpg.rf.0d1dd7cd190f21c587d833d0c8f3604a.jpg,416,416,fire,222,202,323,369
chi-ge-fire-louisville-20150403_jpg.rf.0cbe0db25fdee8cfd99f7011e9291cd3.jpg,416,416,smoke,266,100,415,415
chi-ge-fire-louisville-20150403_jpg.rf.0cbe0db25fdee8cfd99f7011e9291cd3.jpg,416,416,smoke,8,62,292,319
1517293206-stolica-s-su-pozhar_jpg.rf.0d063e1e5454a2602e80969dcb0aea43.jpg,416,416,fire,162,0,401,275
D35NKC_jpg.rf.0c96fb631eeff3203e2ff9a42895693d.jpg,416,416,fire,107,0,347,260
4e3085d30e6971c5573728d674e2ddb5_jpg.rf.0c7f9735a6a59dccd47969b90dd48d53.jpg,416,416,smoke,0,129,398,415
4e3085d30e6971c5573728d674e2ddb5_jpg.rf.0c7f9735a6a59dccd47969b90dd48d53.jpg,416,416,fire,3,1,414,364
4790062_jpg.rf.0db176fa07a081ca0cc23d512cbd39c4.jpg,416,416,fire,62,0,294,242
4790062_jpg.rf.0db176fa07a081ca0cc23d512cbd39c4.jpg,416,416,fire,320,27,413,156
AdobeStock_39380836-1600x1600_jpg.rf.0ce9d74076375b85a0f71da225e2d8ac.jpg,416,416,smoke,89,16,344,280
AdobeStock_39380836-1600x1600_jpg.rf.0ce9d74076375b85a0f71da225e2d8ac.jpg,416,416,fire,243,150,331,319
AdobeStock_39380836-1600x1600_jpg.rf.0ce9d74076375b85a0f71da225e2d8ac.jpg,416,416,fire,90,123,179,315
AdobeStock_39380836-1600x1600_jpg.rf.0ce9d74076375b85a0f71da225e2d8ac.jpg,416,416,fire,141,231,298,335
AdobeStock_39380836-1600x1600_jpg.rf.0ce9d74076375b85a0f71da225e2d8ac.jpg,416,416,fire,83,335,123,391
13413141_jpg.rf.0cd6cd39463407ed25839c69d334dba6.jpg,416,416,smoke,23,183,351,385
13413141_jpg.rf.0cd6cd39463407ed25839c69d334dba6.jpg,416,416,smoke,105,37,409,209
00000000003379_jpg.rf.0ebc1bfcaa0f7ea543058d43d268298d.jpg,416,416,fire,110,15,326,388
dd1d9d87e1de394837f9cdaf007433be_jpg.rf.0e60f8dee5fe33d0669d897cfaefae9d.jpg,416,416,fire,94,65,282,398
3ezg2I2S_jpg.rf.0da8663d0b88c9da559314869e1b6e95.jpg,416,416,fire,29,107,378,415
28C18D0A00000578-0-image-a-39_1431865781918_jpg.rf.0d193b3ff999ebeda1dffe467b801e9a.jpg,416,416,smoke,27,75,236,189
28C18D0A00000578-0-image-a-39_1431865781918_jpg.rf.0d193b3ff999ebeda1dffe467b801e9a.jpg,416,416,smoke,252,139,355,215
28C18D0A00000578-0-image-a-39_1431865781918_jpg.rf.0d193b3ff999ebeda1dffe467b801e9a.jpg,416,416,smoke,262,187,340,235
Dsc3rCkW0AYpnJc_jpg.rf.0f63cdd86f00464c53b80e4e0abdb314.jpg,416,416,fire,157,67,330,411
children-campaign-happiness_jpg.rf.0e8d24bed9330a918823571ff6d98594.jpg,416,416,fire,0,174,113,374
CHasha-olimpijskogo-ognya-v-arendu-1_jpg.rf.0e26611284f69302dfc987c8c66abcc1.jpg,416,416,fire,69,146,295,346
IMG_0907_jpg.rf.0f479078859bcdb64ebc3a1646561557.jpg,416,416,fire,221,189,319,289
4828e12c-0a6d-4018-934a-ac53fa4e2cee_jpg.rf.0c1d024ed89a0c87be0aa431b1b0bf18.jpg,416,416,fire,252,21,413,206
02-Wood-Burning-Fireplace-Home-Renovation-Tips-Fireplace-Upgrade-and-Chimney-Guide-for-Homeowners_jpg.rf.103a43713a6d8c632742ea2a9abcac58.jpg,416,416,fire,168,133,284,219
Fotolia_12823756_L_jpg.rf.0efb5030613aa7fbcbd72fc20779bdc9.jpg,416,416,fire,225,120,382,312
Fotolia_12823756_L_jpg.rf.0efb5030613aa7fbcbd72fc20779bdc9.jpg,416,416,fire,0,0,292,415
Fotolia_12823756_L_jpg.rf.0efb5030613aa7fbcbd72fc20779bdc9.jpg,416,416,smoke,231,290,415,397
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,fire,0,209,49,233
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,fire,0,4,63,110
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,smoke,163,69,410,415
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,smoke,127,167,203,282
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,fire,125,104,207,172
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,smoke,114,70,213,116
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,fire,0,232,279,415
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,smoke,87,66,127,155
47c037d0866e3b94480d1e467fb10887_jpg.rf.0f39348e81b977f6bdd98286be2c685d.jpg,416,416,fire,70,124,105,171
a99ec69b766d0e3efd030b8655fca4d9_jpg.rf.0e791d9af633f9d394545e906f4e301b.jpg,416,416,fire,205,110,347,257
4790577_jpg.rf.0fa7c39a4706b9b66d9d4c9f9ba5c072.jpg,416,416,fire,147,118,265,369
4790577_jpg.rf.0fa7c39a4706b9b66d9d4c9f9ba5c072.jpg,416,416,fire,93,155,163,338
9c0ebefbd604f0dca97c488f52c58202_jpg.rf.10779220bf9dee7771b0336817b71518.jpg,416,416,fire,145,60,216,166
9c0ebefbd604f0dca97c488f52c58202_jpg.rf.10779220bf9dee7771b0336817b71518.jpg,416,416,fire,273,167,345,221
9c0ebefbd604f0dca97c488f52c58202_jpg.rf.10779220bf9dee7771b0336817b71518.jpg,416,416,fire,128,178,157,209
9c0ebefbd604f0dca97c488f52c58202_jpg.rf.10779220bf9dee7771b0336817b71518.jpg,416,416,fire,350,256,388,292
9c0ebefbd604f0dca97c488f52c58202_jpg.rf.10779220bf9dee7771b0336817b71518.jpg,416,416,fire,388,305,415,386
47972a995435da4c07ee39e47bae7838_jpg.rf.1022a20c3cb211d7d459b1c8a6f1073c.jpg,416,416,fire,83,140,230,368
cooking-camping-outdoors-1_jpg.rf.0f4d707dd84b39b0985d400d4aa8b729.jpg,416,416,fire,124,180,204,307
camp-fire-2_jpg.rf.0c1972702308124e69c3f447e4f85ef8.jpg,416,416,fire,35,213,114,282
1_car-fire-start_jpg.rf.0f846a65ba461a503b51cd0e95fc6e54.jpg,416,416,smoke,76,196,319,415
1_car-fire-start_jpg.rf.0f846a65ba461a503b51cd0e95fc6e54.jpg,416,416,fire,75,88,264,368
Fire_Bonfire_Fireplace_482271_jpg.rf.1020c22c979c7842b6edc4301fd0a028.jpg,416,416,fire,124,118,302,296
csm_saucenkochkurs-gourmet-hotel-schwarzwald-ludinmuehle-restaurant-freiamt_c036801b79_jpg.rf.0fb6370746a5141308dfb8cb99c88a99.jpg,416,416,fire,146,55,409,215
dish-food-cooking-fire-campfire-meat-82548-pxhere-com__jpg.rf.1141a6902c7d486d01ca3cad3382432e.jpg,416,416,fire,107,41,327,284
dish-food-cooking-fire-campfire-meat-82548-pxhere-com__jpg.rf.1141a6902c7d486d01ca3cad3382432e.jpg,416,416,fire,244,266,377,415
